id,energy
random1121527,-633.47231701
random1909465,-167.30689895
random366477,-310.96897548
random249519,-149.82169336
random2112560,-95.69904363
random641726,-191.4248299
random1764267,-500.46747221
random509637,-327.25850777
random1854075,-380.85082782999996
random2217866,-128.04439462
random1170123,-168.3056344
random444948,-67.78633811
random1457426,-784.36776925
random2104218,-215.50528623
random2467019,-30.75949211
random837570,-125.96252331000001
random2416767,-191.55796735
random2268375,-1215.53411472
random1326760,-732.3691705
random1176663,-338.5686768
random1506506,-105.88047519
random1631538,-488.33322579
random2254795,-127.78328496
random2308658,-235.22323407
random1369038,-27.80688222
random1179521,-258.24005568999996
random1705459,-690.82627181
random1451649,-423.64014764999996
random1995385,-716.46296168
random859715,-469.95233038
random1285467,-182.34901689
random293873,-532.7288366800001
random661857,-33.32686171
random2076504,-713.4462733
random2249242,-271.20153288999995
random1504818,-549.22383912
random2052184,-561.75149952
random482510,-317.52800134999995
random1782436,-303.60668489999995
random1041752,-705.14103056
random1277021,-479.03689371999997
random1307885,-742.4702193300001
random1310095,-247.23568975
random268977,-158.63717911
random1063134,-482.30675499
random1553867,-117.58260185
random1941780,-621.20735519
random2491561,-219.17851189
random229347,-211.71488918
random1510688,-152.89586198
random2240825,-246.51513053
random1967629,-480.2846729
random2115878,-286.59934481
random610144,-182.69370428
random2038194,-171.78082423
random2370040,-318.73647840999996
random1923343,-305.75966995
random1036541,-75.35988525
random568587,-228.46550205
random970565,-514.52149062
random1677563,-443.70803021999996
random2291507,-344.52246869
random984521,-218.56714328
random258811,-268.13041281
random1067729,-275.81560979999995
random1791019,-562.43466861
random1883967,-501.51764459
random2124111,-417.89190226999995
random999276,-134.18851572
random2215838,-399.30960722
random277136,-144.67210455
random1381436,-499.76095181
random805261,-287.26595338
random1754530,-215.80548325
random1485336,-368.80591028
random590489,-507.45913227
random164032,-426.85347313
random2014398,-559.13809066
random572792,-121.40737648
random1404078,-509.03984958999996
random2176464,-135.49000341
random1261045,-14.71935332
random2063431,-495.91172449
random1266351,-426.82086584999996
random1067572,-258.26471076999997
random857924,-413.59401754
random1504537,-808.45723591
random1773643,-130.32393616
random2207738,-220.82508897
random945003,-644.94852109
random1239919,-274.04312281999995
random472923,-1204.2588056900001
random475241,-46.937803620000004
random1368148,-210.00424257
random459237,-880.00263771
random2284693,-554.0403746000001
random1668765,-435.97607616
random1497566,-424.62534840999996
random2122278,-611.58343314
random1225837,-215.03019079
random1862885,-104.35207579
random1878744,-493.1626298
random2457833,-207.6187246
random2276355,-138.2236559
random2349128,-484.01309977
random1126784,-100.13928915
random3507,-431.88802719
random1426478,-271.64364732999996
random2141412,-227.38369638
random1318314,-36.65093102
random656916,-316.35894736999995
random512906,-8.62562262
random2144830,-323.70003783
random1244843,-198.09315745
random1322823,-171.68103333
random1375757,-676.09292271
random766561,-157.87520108
random896984,-208.47596834
random1844511,-914.6389982200001
random1479536,-591.11872592
random1380297,-596.1017359900001
random1432225,-177.48007498
random1891701,-120.34942821
random1705561,-446.34581514999996
random2154288,-211.27207756
random1081974,-676.08913498
random1452008,-283.82886585999995
random1400336,-289.28053702
random823998,-459.99960242
random2036288,-369.98980595999996
random2145969,-445.61022851999996
random571922,-90.08583824
random2154485,-1009.59170168
random1165191,-516.73208234
random2268313,-121.50586675000001
random96719,-201.49018453
random1104683,-491.43703373
random439433,-298.20976883
random732754,-179.38526353
random1646293,-175.23548307000002
random1379845,-612.04334795
random794487,-134.10621728
random547755,-501.12786004
random669346,-417.674238
random1199402,-176.42922397
random110736,-307.94558684
random1604453,-77.01542051
random1132718,-65.38395723
random1117540,-228.11642282
random1818278,-656.65023448
random2095706,-510.61890838
random1448588,-493.50783375
random68452,-458.30020799
random1418378,-266.53103016
random1586030,-304.74609828999996
random2360754,-737.10957212
random2479946,-544.7812472300001
random878548,-366.64812959999995
random1994698,-430.73741592
random1231855,-586.7028132400001
random640417,-472.24848583
random1904758,-450.54559666
random1379129,-223.1465396
random816059,-167.35803775
random1265487,-138.4472288
random2086007,-247.14931099
random2007452,-135.34301656
random1827202,-104.2540177
random969042,-222.10923186
random1932610,-797.06477275
random944512,-472.53738723
random690350,-430.45220881999995
random1944063,-414.67891875
random918702,-282.40111987999995
random2008274,-362.50751733
random1716215,-387.59709720999996
random663077,-243.23548869
random1202118,-915.24297531
random1186015,-637.81051391
random2236446,-305.61645759
random1890706,-47.614673960000005
random2146691,-211.46124017
random1274726,-231.89339814000002
random748042,-312.47812213
random402602,-255.30681535
random928754,-443.22817793999997
random885060,-388.82194936999997
random961543,-89.29730145
random794655,-35.72981344
random1654974,-10.654857889999999
random367098,-306.28133513999995
random762136,-239.08280255
random1867817,-325.43057474999995
random503912,-215.39386053
random2145938,-452.42224644
random717522,-196.42925888
random2412198,-413.95079531
random623967,-572.56798423
random986928,-179.82864914
random124965,-50.838337640000006
random913442,-95.64613877000001
random843502,-637.83937833
random855318,-447.55500558
random1497555,-1080.61360136
random851045,-87.30627819
random1872470,-64.30760132
random2055220,-415.84526053999997
random25264,-96.91439401000001
random2066618,-1529.93893499
random2053549,-68.01883762
random2218689,-432.68461573999997
random2387087,-515.32530221
random849884,-140.13303385
random130360,-36.8388288
random554809,-227.2447495
random1514158,-977.69471778
random1054359,-846.10352021
random2124227,-254.49559738
random963411,-340.11445403
random1479059,-172.32778193000001
random2408834,-433.76386478999996
random1475077,-697.9854100700001
random2227870,-147.87664569
random2237710,-196.94039419
random1943482,-254.55570762
random973240,-180.65587617
random609786,-468.83002373
random2408153,-145.42793089
random1504737,-614.0882417600001
random2225343,-271.03985975999996
random811669,-79.67945261
random622937,-58.68346616
random533500,-590.13035957
random338060,-293.47646927
random2108710,-465.71529354999996
random1706444,-179.39213263
random884574,-466.68701089999996
random2255699,-583.1666485000001
random1689280,-148.59798914
random1937793,-278.66545936
random1042172,-251.98801511
random1742171,-411.45940398
random1958692,-524.16530492
random2091705,-157.13232951
random659855,-65.03386882
random1337522,-250.74011552
random1248005,-338.35033338999995
random1510502,-269.9846267
random2475586,-907.7372914900001
random1813586,-653.69413051
random1812167,-276.97508982
random573823,-348.26236659999995
random1627802,-56.847509800000005
random2228543,-176.64959319
random2300933,-438.52658764999995
random990416,-307.16721504
random829228,-372.333173
random545251,-176.71114574
random665713,-21.40099582
random2126998,-277.32255245
random1475735,-331.34532737999996
random1688469,-239.11074488
random1172913,-506.85532711999997
random2108261,-525.78950195
random304951,-441.15568341
random389340,-348.23344068999995
random1892897,-131.720135
random1275506,-233.86953092000002
random1669035,-211.49627006
random1992957,-387.5301361
random1787419,-870.3757880300001
random878860,-335.18471459999995
random1272831,-83.72926831000001
random471005,-322.02774840999996
random2252219,-283.1996701
random76521,-462.73129005
random863025,-319.20629730999997
random2245855,-167.83135715
random1961781,-359.17962886
random1581257,-647.94968363
random2360717,-411.18085651999996
random892475,-156.82815109
random2117240,-506.27319251999995
random1100129,-380.89456665
random157532,-121.15199995
random1955755,-198.09382883
random2196214,-1219.54432012
random2279398,-359.96680932
random1282869,-132.47220398
random2215078,-401.86988055999996
random1708409,-769.95131282
random858959,-44.12121444
random2021593,-182.77733836000002
random553174,-843.04780099
random1559141,-148.52213410000002
random1977296,-317.64092628
random721989,-593.52523122
random1223446,-426.95453986999996
random2392352,-495.68442158
random98495,-113.55454618
random755856,-262.79083674
random787348,-154.82405439000001
random1796533,-44.08529129
random1900224,-649.05744658
random1262074,-476.04386968
random150123,-487.85030125
random609877,-382.66512602
random627938,-24.03493497
random1860139,-1152.55082715
random1270575,-243.02626924
random1021671,-65.97371823
random1991256,-326.50171866
random970987,-1848.72058321
random880685,-535.53966052
random688956,-342.96493138
random152609,-168.64407286
random1725660,-756.70787872
random1641272,-218.60485677
random1778040,-171.09304579
random1357773,-64.62525235
random828346,-67.52136824
random699777,-337.31837183
random1119118,-121.05690117
random857707,-386.68671021
random244015,-602.79804532
random1924003,-919.8516277
random228431,-369.95135193
random1945620,-159.44549432
random2370611,-133.76643738
random1600315,-404.05240079
random1762279,-91.87083869
random664541,-638.36849992
random1542459,-258.60675939
random1397461,-318.91347614
random1366141,-964.52040861
random1342949,-273.79029133
random1549247,-1240.35639113
random864229,-425.27242423999996
random2305967,-149.79571365
random451669,-183.91905295
random1575355,-347.86460973
random190229,-101.88402338
random325899,-79.5846325
random1554173,-108.70854083
random663538,-349.18312994999997
random2165458,-354.44802028
random1536730,-1984.18024833
random1628843,-92.91660554
random712155,-147.80018243
random601258,-1167.48855852
random662574,-9.137196920000001
random2218924,-149.95010829
random704699,-873.40707452
random352842,-210.14359567
random1778394,-226.03516779
random1702727,-179.98941096000001
random333535,-245.87001837
random964142,-401.59484977999995
random1849349,-244.73979725
random1129250,-435.04962186
random313872,-108.75803176000001
random1856028,-598.95949806
random732222,-525.8012638600001
random1062930,-339.86163762999996
random578847,-12.32519538
random2289944,-461.28782415999996
random1336228,-227.10590486
random1657430,-894.65524285
random1289739,-440.75600431
random1689404,-504.25188309
random2412160,-86.77551782
random1381966,-1229.70801028
random886612,-614.9456902300001
random943610,-104.843779
random237405,-120.39284664
random983987,-549.0432699300001
random1809625,-1019.6001209
random782375,-302.88615465
random1577689,-418.5092504
random1172819,-787.0133713600001
random1986778,-418.68070356
random1048619,-104.20814773000001
random1866636,-604.64908733
random1814061,-344.68948456
random1246836,-638.8889507600001
random1124323,-371.12830006999997
random2456393,-396.24282426999997
random996138,-517.15678256
random2226033,-648.95890391
random2364921,-552.3023309
random903086,-741.48214495
random1429580,-395.17608581999997
random1666489,-68.97056417
random2100515,-216.05918547
random2498808,-374.83885482
random2469183,-61.20526198
random904194,-733.4135223200001
random454308,-732.99364561
random2023099,-449.76901284999997
random2114515,-162.70454521
random2337203,-127.00928448
random1923038,-919.98912168
random710698,-100.73490616000001
random1632082,-833.4895797500001
random265087,-61.08408466
random871119,-187.10263349000002
random2173534,-408.00497435999995
random870572,-491.04714887999995
random564040,-137.717341
random173217,-953.75613978
random156947,-438.53130396999995
random2287561,-122.35500514
random925617,-260.78829341
random1888728,-177.02218532
random677198,-338.05753174999995
random1705525,-497.62275144
random1202560,-207.30909699
random2299965,-43.99620869
random266180,-432.15038381
random394481,-146.29028583000002
random897274,-443.77022389999996
random1203599,-379.63375031
random573085,-163.67781959
random1369921,-329.2282194
random2264552,-164.36407384
random1665683,-332.93805320999996
random475133,-288.92517884
random653112,-591.04659257
random886580,-175.96338713
random2066955,-332.08237285999996
random2408113,-366.70315013
random1059327,-301.26399713999996
random968747,-661.3639997700001
random865465,-171.55466607
random1741622,-462.27297582
random953842,-269.01941736
random1897239,-358.25757295
random1728188,-147.42838129
random1009774,-267.21808324
random870914,-534.08066838
random2217864,-173.59259628
random2388069,-668.83473739
random1013341,-69.79307832
random252450,-697.0955614000001
random2363394,-155.86244989
random617342,-256.38757895
random622427,-274.95585690999997
random751122,-236.08253132000002
random781560,-90.61897264000001
random455581,-514.19744348
random2369449,-634.55726901
random2235997,-633.82897131
random1304806,-806.1988696000001
random2249640,-333.55989016999996
random935772,-299.51115937
random654254,-168.97398766
random107326,-633.02152083
random1861078,-404.39098422999996
random1525058,-197.78820918
random2268673,-313.71632879
random1337814,-110.63130918
random1197314,-237.76857151000002
random2188472,-802.77789799
random544167,-852.62006491
random2020349,-332.41612868
random1458647,-172.30017094000002
random1280916,-147.9401782
random1844847,-374.42874076
random643295,-251.79816705
random1144893,-538.99936487
random2070172,-298.71704171
random1992851,-517.69967037
random1750460,-339.17024504
random2165604,-1557.93567491
random2081288,-421.73029018999995
random124565,-58.29814244
random1722458,-379.66891009
random2256952,-455.38107233999995
random1383687,-135.90434668
random1813872,-203.77097534
random1974136,-664.1401562
random2057730,-159.78848261000002
random1070899,-330.00338410999996
random479110,-145.71910339000001
random75269,-369.38222611
random571603,-244.31337992000002
random1876287,-177.18491274000002
random1814341,-634.88872623
random288281,-491.33979007
random2354289,-357.29320666999996
random2376857,-84.30618189
random442082,-370.46952496
random2083488,-598.0982553900001
random2125270,-719.29055012
random568097,-127.78138878
random1837852,-256.31027079
random1419806,-590.41328417
random2238157,-476.59083024
random1332689,-800.39995242
random114126,-157.32861067
random710502,-539.04276546
random723773,-875.37874846
random1577373,-83.77757647
random1189729,-843.20843628
random1100681,-109.14667949
random974481,-193.08043408
random1145049,-309.63258578999995
random1284521,-460.76828847999997
random346244,-93.85114766000001
random1020011,-578.2985323500001
random1454318,-454.44240792
random1364598,-319.89911336999995
random1816839,-392.5218845
random1324616,-99.79427274
random1812664,-288.53993536999997
random1819509,-253.09578261000001
random1989878,-65.1920937
random2128073,-525.26072148
random717076,-70.78727177
random2048811,-200.83584366
random2110874,-337.21587573
random1531595,-191.70235435
random516188,-138.25178999
random655701,-582.79316407
random794205,-197.3535422
random795512,-544.13368718
random937060,-304.60010067999997
random2020781,-470.53729782
random1800877,-226.87193035
random2493868,-469.45653548999996
random336418,-105.88691506
random1550692,-356.14970499
random2454208,-132.6435461
random117366,-163.69902346
random2204434,-417.19076150999996
random674148,-551.97925131
random2087733,-73.3726652
random1307257,-237.60328882
random779799,-324.74994852
random2280621,-278.09717773999995
random70303,-234.51729094
random2302109,-249.09356691
random1781327,-541.59431712
random1790810,-678.46126497
random1586157,-400.77780803999997
random1054984,-123.48548813000001
random1450310,-566.7681021000001
random729427,-354.77799589
random2163778,-716.05258085
random1490331,-428.30505525999996
random796914,-104.92959938
random1145150,-285.69558505
random2148002,-399.28982012
random555788,-251.59614545
random1537336,-432.86789008
random749241,-473.95138698999995
random2263130,-579.98212054
random1548499,-391.07182321
random1534856,-493.10980496999997
random640904,-537.03499058
random330391,-148.85075867
random1307538,-589.40288251
random653125,-202.91316372
random1441984,-337.72744324999996
random215538,-409.59946979999995
random1950275,-79.61412656
random1733265,-398.46390389
random2053601,-465.75520869999997
random498880,-289.02025190999996
random1259899,-200.03845438
random1213750,-337.29222854
random1163050,-102.36348716
random1146464,-182.36998265
random1899970,-263.38890667
random622368,-180.62091297
random1625804,-178.49566609000001
random1880394,-245.12094117
random906152,-333.0309986
random460845,-396.26933068999995
random2053428,-179.67884378
random2428983,-891.85701157
random773280,-406.15741135999997
random1813089,-527.28293161
random2096553,-192.03841628
random299316,-103.57874704
random1296235,-275.05921486
random2043305,-1299.19387178
random2398909,-276.38428547999996
random759443,-490.78049415
random1327674,-444.06719618
random799261,-95.99190435
random2123311,-11.70599043
random822196,-461.90434675999995
random1177954,-165.68670976
random2256503,-498.09771417999997
random2365651,-301.84645945
random600008,-407.17385542
random1411740,-192.76647603
random1244147,-258.22980329
random2271442,-945.7793387
random1611915,-223.78711778000002
random609911,-370.82333501
random2085237,-574.89209293
random1076307,-513.06651542
random1654613,-192.30157667
random498840,-156.3532909
random2114849,-692.71331692
random846626,-163.74292792
random298791,-184.443096
random1014238,-848.47408819
random1834024,-313.87513285
random2242210,-343.81031235999995
random461001,-188.20285502000002
random1621122,-430.79981349999997
random2454195,-268.04731979999997
random1890671,-82.80399067
random996633,-137.29492988
random2289798,-238.20867764
random1939774,-314.10681523999995
random1272569,-129.99372287
random1157639,-329.06419050999995
random1039173,-103.81626457
random2488536,-518.2397765200001
random211190,-13.77837504
random260754,-695.90650099
random1828248,-462.71870277
random1193250,-304.43075921999997
random461254,-685.50810585
random2227676,-134.06222914
random1535031,-455.11827036999995
random1262003,-268.23454431
random1656194,-387.98322203
random1368191,-645.28585235
random620018,-536.3965563400001
random1405949,-131.13831116
random952142,-283.06777959
random1364736,-382.32747214
random1008050,-14.20672132
random1319996,-295.1629815
random2262339,-813.30198794
random338197,-387.89351707
random1418139,-381.62046538
random247725,-102.6421594
random1284923,-177.12905759
random237582,-446.50302753999995
random1365913,-122.99531139
random2052456,-557.65823904
random585017,-448.89499005
random1456608,-365.26969959999997
random834370,-994.54166795
random1591143,-299.78979747
random43143,-501.64163118
random1407364,-818.43072782
random1360210,-233.30394346
random1950029,-70.66217104
random2284959,-319.80802017999997
random1564079,-326.25213971
random1357332,-394.84544017999997
random598799,-509.48345873
random85358,-172.48725813000001
random1531881,-69.37524503
random1678257,-294.19358421
random2307667,-448.09205491
random2257959,-225.8704738
random640507,-242.68633758000001
random2311448,-69.09201571
random694969,-470.86668212999996
random2468385,-164.04619786
random1934017,-225.55762163
random1406654,-521.1236022400001
random1732997,-219.21453299
random1907731,-163.58673363
random513262,-428.60786991
random2074451,-309.26149296
random723231,-178.45764941000002
random2047528,-369.90172350999995
random481712,-220.42381596
random2087666,-1004.14585765
random1735584,-448.40460465999996
random219980,-12.79205717
random1720681,-819.82031829
random2388819,-160.89075826
random1303139,-64.85148049
random2389576,-1023.37307578
random710505,-742.92266099
random661391,-102.87741055000001
random2146022,-591.9497748800001
random2490170,-27.850764129999998
random1047407,-358.08246326999995
random2361233,-334.01554761999995
random1467470,-457.22193842999997
random1239690,-865.77101612
random2462416,-63.29675726
random1203399,-792.69902613
random972982,-114.91566908
random1595180,-286.28585977
random1651987,-452.33162955999995
random86804,-201.46647641
random818925,-667.87413008
random2043073,-603.05206719
random443197,-427.06786308999995
random95145,-182.45090561
random1555240,-582.97399561
random864123,-341.22311148999995
random1270931,-82.57967196
random2284123,-606.46957563
random310848,-215.46264157000002
random1655431,-114.07343266000001
random190788,-117.3275869
random582751,-361.73647308
random1685772,-312.03672281999997
random1184216,-338.37424329
random2062870,-78.39783538
random1779811,-300.08429873
random804148,-560.4360156500001
random627117,-618.89993737
random1275901,-302.34550742
random2062065,-744.1264352200001
random1715986,-568.2457720900001
random1430190,-326.31781042999995
random1546818,-874.54881416
random1777420,-407.85383692
random726680,-461.50194142
random981217,-631.03155926
random613101,-565.8247071200001
random693156,-548.96829459
random575870,-856.8314294
random91546,-36.452179910000005
random105064,-540.26259495
random826562,-63.22536154
random1816818,-510.55916979
random2415295,-296.98571287
random1688408,-201.25037196
random1860253,-303.25560495999997
random1734692,-497.02777119999996
random1730941,-31.49419197
random1341555,-130.66318844
random1364370,-342.23577937
random1786684,-626.56956859
random2311019,-464.59594940999995
random1250240,-186.96143265
random1639796,-268.92823176999997
random2015010,-418.21815189
random576133,-577.8996005800001
random1846417,-379.53226957
random1928436,-295.73357412999997
random531271,-87.15806001
random299588,-117.70703835
random620433,-36.61397662
random67340,-95.47920204
random112059,-239.43466403
random1402712,-186.96143265
random2109687,-458.89224621999995
random814978,-155.24660777
random1469093,-180.52789738
random2356619,-9.10710766
random1950263,-379.35849836
random572368,-592.8754483700001
random1881084,-218.08997759
random1913305,-249.88614444
random302001,-418.7747652
random69636,-73.7245502
random964776,-660.4042402900001
random1006283,-650.8069016300001
random767049,-906.03546721
random363390,-159.16090868
random472094,-273.03096316999995
random2034220,-376.64556748999996
random865062,-35.038717670000004
random1870239,-467.04922659
random1040145,-1005.97380076
random2121621,-165.7049873
random1872394,-163.82927941
random671054,-331.93081708
random652718,-287.58996857999995
random769965,-486.67004215
random1000486,-722.8761473100001
random1314621,-390.67360218
random351152,-390.0085699
random590429,-982.16384168
random504005,-889.21503521
random1918219,-567.63416893
random994968,-118.81023806
random1622481,-394.7002697
random964820,-264.89274064999995
random1282744,-522.48094756
random788709,-261.77721642
random207789,-79.72335530000001
random666857,-87.43917058000001
random1467757,-286.28585977
random1119290,-587.8407614800001
random1043089,-304.41408907
random2298316,-495.28157640999996
random1245755,-244.32770253
random804062,-85.63545698
random341362,-375.52044736
random1559487,-213.1759729
random954204,-374.9188288
random986849,-198.48225815
random2256088,-613.1102934200001
random1413329,-754.00036061
random1381142,-663.64580569
random2339717,-229.56307254
random1295943,-146.87243958
random174924,-194.71705795
random1664892,-816.8697287800001
random1982714,-145.39920161
random1002520,-336.08412983
random1967150,-3.7338624300000003
random1442975,-235.82724208
random1685979,-471.24332839
random1992439,-127.59166393
random474431,-118.90592906
random863047,-393.85140136999996
random1917024,-574.7131524900001
random75051,-455.1885463
random654071,-531.90389713
random2227790,-508.94311328
random1879103,-222.32677378
random272580,-681.64693144
random669672,-828.7694592600001
random328948,-152.40216339
random1833434,-261.59302464999996
random2185084,-422.60563814999995
random975481,-228.91756305
random1995624,-338.94983347
random871441,-77.50979128
random1738351,-175.95543137
random972105,-139.57060427
random1329300,-310.37975822
random1749395,-334.4002877
random1873345,-952.4341715200001
random1535712,-275.24566006
random745317,-239.13998383
random1623000,-170.64009055
random698362,-631.06488961
random1187083,-607.74523142
random630609,-523.55866662
random1204560,-160.27835542
random1821680,-396.52171346999995
random1281937,-426.99739373
random2268766,-211.21566154
random1571701,-195.06850842
random1558816,-466.07618358999997
random1476570,-434.14581273
random569777,-433.86917533999997
random177119,-343.88327903
random329608,-74.96826988000001
random2431124,-302.93876238999997
random1502895,-164.54038675
random1179506,-132.76840326
random995132,-266.12131703999995
random1440443,-454.30408881
random1305787,-301.43608681999996
random705637,-244.63862623
random677034,-229.43731546
random956841,-119.70536806
random994502,-330.65903433
random970992,-374.87616091999996
random1924080,-581.14677595
random2047578,-200.75298517000002
random479292,-920.06270751
random298836,-75.81795121
random426698,-133.28141269
random594806,-281.14551851
random2410713,-171.31596471
random2315538,-511.67581703999997
random1259697,-591.49477216
random1992039,-387.40455491999995
random637933,-366.12037061999996
random2167850,-385.67618995
random2475976,-84.88006427
random1765593,-442.9088167
random896581,-328.05241558999995
random424019,-109.70511856
random1437269,-815.75404768
random2031010,-358.54124846999997
random1312018,-391.61547798
random2389614,-196.27484663
random2154370,-691.1795297
random1178674,-268.45052871999997
random2426344,-204.6182873
random1423265,-1178.6823283200001
random2075626,-377.61327181999997
random458277,-87.86462382
random1008649,-871.18098376
random1971628,-488.19478064
random1836754,-269.84998755
random724529,-496.9820625
random1023189,-373.69500758
random1770612,-415.45428340999996
random2143728,-209.50593534
random2333213,-11.29847185
random1141502,-376.41210397
random1658548,-552.8505138400001
random1949480,-590.71308231
random1408611,-375.5194678
random2147517,-170.91916767
random1279631,-126.4763652
random2188655,-470.74580696
random929393,-371.83977448999997
random666412,-439.81699930999997
random508850,-139.64252523
random2329863,-592.0384079500001
random1839325,-50.09820477
random964777,-669.8449867200001
random44640,-406.92326261
random1389336,-296.04783885999996
random976604,-61.55255771
random750244,-533.1725975400001
random1298918,-167.22347135
random1153717,-104.1325236
random2410030,-540.7773164700001
random1223993,-1524.34817632
random2150121,-102.0845606
random1717309,-168.6630144
random1666609,-68.8230587
random1315364,-53.286181670000005
random2289890,-257.12986072
random494511,-217.52171256
random1532460,-337.20278112
random2060900,-177.33062574000002
random1893511,-207.85501238
random1384716,-100.13567365
random83235,-152.35011541
random1871040,-187.17621983
random1003850,-1148.8957388000001
random2172984,-247.41393268000002
random403476,-382.54570791
random1084967,-78.31370865000001
random1889713,-100.12246249
random2025222,-245.95784422
random1079346,-309.38211379999996
random2119626,-749.11155309
random1462907,-356.67867018
random1549999,-328.41941324
random2454701,-445.78000295
random1945754,-449.70540353999996
random1420138,-85.62412520000001
random1732730,-299.56377392999997
random1715281,-1199.90394938
random1426996,-354.20772795
random1941826,-165.8696945
random1695063,-418.31524291999995
random985551,-57.389185690000005
random1470001,-474.08495197999997
random1867420,-301.62334852
random292468,-225.33470917
random2032604,-214.28619014
random1610652,-117.78098005
random1847036,-92.11447476000001
random2219922,-706.57505186
random525693,-466.68701089999996
random2043866,-1548.2222841
random1179105,-466.18986887999995
random1212808,-170.95477094
random2192702,-32.40620217
random1079630,-928.7132818700001
random2452960,-448.91525758999995
random1328707,-177.13331191
random849899,-69.74710849
random1882619,-454.00046652
random1820761,-840.63466884
random2291034,-174.24523215
random1549132,-324.14087317999997
random1154360,-369.08779243
random2269173,-301.03431453999997
random630357,-651.71720169
random2396994,-345.46275120999996
random2066579,-563.83150529
random2109913,-88.68926311
random803348,-494.38023402
random2200784,-184.6472341
random912334,-422.60999694
random1120791,-829.29949044
random1326298,-595.91029145
random2229737,-457.36119212
random527882,-33.22373127
random2296350,-530.58458376
random1797969,-256.84272366
random1554115,-140.41521953
random222281,-267.05222098999997
random530393,-132.82864146
random1615385,-487.31319689
random1935023,-312.09981263
random1936526,-492.27033323999996
random698033,-162.34618177000002
random1717403,-371.41864310999995
random2201557,-90.19488541
random1175915,-140.41521953
random1828500,-430.03529884999995
random1094546,-760.45820174
random1236538,-788.07458189
random182953,-486.26371537999995
random553519,-996.56342467
random99964,-134.77948805
random1466697,-215.61604446
random1423520,-333.74516282999997
random1198690,-388.06585703999997
random2107163,-357.07103689999997
random2030204,-65.72860625
random1748436,-64.5697223
random1832732,-132.58556506
random2083297,-255.60015336
random1118091,-100.40650343
random1768530,-569.1933136900001
random1759092,-354.72093816999995
random917280,-406.96088683
random1284443,-301.26574939
random2280275,-815.93195204
random1981233,-81.87373146
random1477128,-239.78954074
random577408,-613.94983458
random1435884,-211.68371268
random1936745,-1001.02351521
random1897652,-131.46770523
random1035606,-239.60534985
random1000834,-547.41990702
random2402598,-338.61847689999996
random2148341,-275.58265937
random1171003,-543.8047942100001
random952764,-243.13911125
random1417115,-177.60365803
random1490944,-322.15875463
random1744927,-1208.20768986
random2085015,-146.97870603
random2081582,-139.7929011
random958435,-531.97221132
random1701727,-579.3265707400001
random131269,-64.74022149
random1657820,-417.85404952
random1947983,-441.89224859999996
random2139091,-254.56320341
random749036,-863.86929051
random1178350,-301.83445559999996
random1334792,-392.20462779999997
random2443679,-513.45449796
random1264673,-248.00697736
random768248,-954.32887795
random1238544,-952.53012547
random1678056,-443.72549996
random767845,-87.23024711000001
random1189756,-564.82788607
random1080758,-200.61891927
random958680,-519.34926993
random2160955,-466.0784645
random980429,-637.321078
random1193898,-80.11824432
random1641924,-249.51579588
random662588,-171.56563603
random2000923,-210.93295981
random1205176,-275.24457218
random1533248,-804.6412026
random766399,-308.43447562
random1384791,-561.3621487400001
random426100,-9.09090245
random1264631,-584.8959968400001
random585901,-190.22110367
random886792,-380.73544526999996
random2301976,-363.43070866
random128116,-212.05168014
random765413,-384.67651225
random1540700,-328.94750789999995
random573807,-218.81746711
random41323,-352.99461563999995
random2096916,-271.82088566
random1106138,-575.12586974
random1974952,-405.42923319
random1414196,-278.04197188999996
random2175535,-238.31629383
random1454691,-494.57114378999995
random1753695,-608.07686841
random2376110,-114.1570856
random1040700,-65.79951473999999
random556506,-259.85957238
random1418379,-104.14762002
random2269501,-243.61525552
random1343638,-275.01254782999996
random178084,-167.82255457
random1854752,-1083.14856134
random705847,-191.40671287
random2183046,-289.77114242
random178850,-19.96581749
random107857,-541.5328913100001
random451010,-313.57063476999997
random1679603,-369.59823925999996
random989792,-935.83742368
random750474,-95.47680263000001
random1610894,-268.89265125
random1946704,-619.06378084
random1732378,-239.98150679
random2184917,-149.34949337
random1880208,-586.56441649
random146142,-242.45555605
random556735,-217.04019984
random955177,-85.61725862
random717889,-410.99707363
random1204101,-493.35298072999996
random1614119,-356.68511349
random2206503,-555.1836075900001
random1378101,-129.86983723
random1554371,-961.36063526
random1930983,-109.2396824
random819488,-388.95387610999995
random130087,-128.59918369
random458828,-355.967781
random1319780,-199.90501406
random891837,-133.53133215
random571808,-708.58058067
random1907144,-150.57556975
random2442115,-196.33391995
random629829,-523.64329789
random516543,-525.75066526
random1592349,-220.08282758000001
random1959208,-160.05933623
random2024014,-171.33268258
random740324,-68.19831366
random1370950,-323.48385473999997
random2496697,-801.97060862
random525301,-245.23955934
random911661,-157.99022422000002
random1777673,-211.06837845
random889201,-686.98024881
random2019102,-392.27197364
random2003542,-255.99308204
random1419434,-928.2262425600001
random1676724,-445.9745284
random916580,-415.70661235
random1050122,-1780.33022645
random1247245,-126.88955057
random2402970,-253.18458507
random835689,-218.48539517
random1935728,-184.39798784
random2031489,-137.15379672
random118664,-469.92538663
random2162369,-467.97935228
random2374275,-193.25538215
random1183689,-619.8818406400001
random1203481,-402.30730123999996
random2074714,-299.74358127
random617839,-452.06486778
random2041571,-11.70599043
random1714689,-280.35424974
random1500656,-302.2582086
